analysis,replicate,index,id,polarity,pre_mz,pre_ce,pro_mz,rt,intensity,baseline,raw
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,262.774993896484,3.78969253624905,67.5514809082264,71.3411734444755
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,263.174987792969,4.08340961828915,67.8093973885468,71.8928070068359
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,263.575012207031,4.36956379052178,68.0673138688672,72.436877659389
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,263.975006103516,4.64863461488889,68.3252303491876,72.9738649640765
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,264.375,4.91993980553669,68.583146829508,73.5030866350446
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,264.774993896484,5.18007229285023,68.8410633098284,74.0211356026786
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,265.174987792969,5.42855687454156,69.0989797901487,74.5275366646903
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,265.575012207031,5.6675733776196,69.3568962704691,75.0244696480887
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,265.975006103516,5.90093540943649,69.6148127507895,75.515748160226
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,266.375,6.13082388691464,69.8727292311099,76.0035531180246
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,266.774993896484,6.35764643770474,70.1306457114303,76.4882921491351
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,267.174987792969,6.5816755401829,70.3885621917507,76.9702377319336
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,267.575012207031,6.8029809488134,70.6464786720711,77.4494596208845
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,267.975006103516,7.01979046423799,70.9043951523915,77.9241856166295
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,268.375,7.22978693034618,71.1623116327119,78.392098563058
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,268.774993896484,7.42970169653805,71.4202281130323,78.8499298095703
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,269.174987792969,7.615720065548,71.6781445933527,79.2938646589007
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,269.574981689453,7.78232489521643,71.9360610736731,79.7183859688895
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,269.975006103516,7.92651892340609,72.1939775539935,80.1204964773996
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,270.375,8.04816482101539,72.4518940343139,80.5000588553292
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,270.774993896484,8.14985113261741,72.7098105146343,80.8596616472517
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,271.174987792969,8.23389501432268,72.9677269949547,81.2016220092774
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,271.574981689453,8.30342996745652,73.2256434752751,81.5290734427316
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,271.975006103516,8.36254207774717,73.4835599555955,81.8461020333426
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,272.375,8.41538609547365,73.7414764359159,82.1568625313895
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,272.774993896484,8.46475764877491,73.9993929162363,82.4641505650112
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,273.174987792969,8.50997227197013,74.2573093965567,82.7672816685268
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,273.574981689453,8.54823978648788,74.5152258768771,83.063465663365
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,273.974975585938,8.57669807946547,74.7731423571975,83.3498404366629
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,274.375,8.59439238667298,75.0310588375179,83.6254512241909
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,274.774993896484,8.6019385092404,75.2889753178383,83.8909138270787
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,275.174987792969,8.60103780214824,75.5468917981587,84.1479296003069
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,275.574981689453,8.59243903597404,75.8048082784791,84.3972473144531
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,275.974975585938,8.57927680195665,76.0627247587995,84.6420015607562
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,276.375,8.56495598988401,76.3206412391199,84.8855972290039
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,276.774993896484,8.55274743018303,76.5785577194403,85.1313051496233
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,277.174987792969,8.54244621911485,76.8364741997607,85.3789204188756
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,277.574981689453,8.53194010430785,77.0943906800811,85.626330784389
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,277.974975585938,8.51973045469336,77.3523071604015,85.8720376150949
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,278.375,8.50615841319829,77.6102236407219,86.1163820539202
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,278.774993896484,8.48993025249284,77.8681401210423,86.3580703735352
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,279.174987792969,8.46852500264119,78.1260566013627,86.5945816040039
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,279.575012207031,8.44105765387771,78.3839730816831,86.8250307355608
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,279.975006103516,8.40875326898139,78.6418895620036,87.0506428309849
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,280.375,8.37290666519557,78.899806042324,87.2727127075195
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,280.775024414063,8.33167915843821,79.1577225226444,87.4894016810826
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,281.175018310547,8.28363969227796,79.4156390029648,87.6992786952427
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,281.575012207031,8.22967327648044,79.6735554832852,87.9032287597656
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,281.975006103516,8.17073467527555,79.9314719636056,88.1022066388812
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,282.375,8.10559555614377,80.189388443926,88.2949840000698
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,282.775024414063,8.03466681647625,80.4473049242464,88.4819717407227
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,283.175018310547,7.9599909541804,80.7052214045668,88.6652123587472
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,283.575012207031,7.88361373690408,80.9631378848872,88.8467516217913
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,283.975006103516,7.80451064595309,81.2210543652076,89.0255650111607
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,284.375,7.72193400066338,81.478970845528,89.2009048461914
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,284.775024414063,7.63881130870792,81.7368873258485,89.3756986345564
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,285.175018310547,7.55766571984955,81.9948038061689,89.5524695260184
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,285.575012207031,7.47767761913295,82.2527202864893,89.7303979056222
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,285.975006103516,7.39768951841634,82.5106367668097,89.908326285226
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,286.375,7.31885890584147,82.7685532471301,90.0874121529715
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,286.774993896484,7.24323045914272,83.0264697274505,90.2697001865932
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,287.175018310547,7.1704630353932,83.2843862077709,90.4548492431641
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,287.575012207031,7.09681060187806,83.5423026880912,90.6391132899693
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,287.975006103516,7.02104591599125,83.8002191684116,90.8212650844029
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,288.375,6.94378259903583,84.058135648732,91.0019182477679
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,288.774993896484,6.86529421930138,84.3160521290524,91.1813463483538
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,289.175018310547,6.78421620508033,84.5739686093728,91.3581848144531
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,289.575012207031,6.69727990577279,84.8318850896932,91.529164995466
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,289.975006103516,6.60380412543846,85.0898015700136,91.693605695452
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,290.375,6.50508368132066,85.3477180503339,91.8528017316546
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,290.774993896484,6.40111748350583,85.6056345306543,92.0067520141602
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,291.174987792969,6.29088428304036,85.8635510109747,92.1544352940151
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,291.575012207031,6.17336174105701,86.1214674912951,92.2948292323521
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,291.975006103516,6.05154820960661,86.3793839716155,92.4309321812221
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,292.375,5.9307570170234,86.6373004519359,92.5680574689593
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,292.774993896484,5.81425681390725,86.8952169322563,92.7094737461635
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,293.174987792969,5.70375113506564,87.1531334125767,92.8568845476423
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,293.575012207031,5.59917131594783,87.411049892897,93.0102212088449
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,293.975006103516,5.50010972890311,87.6689663732174,93.1690761021205
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,294.375,5.40581651344043,87.9268828535378,93.3326993669782
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,294.774993896484,5.31363555034939,88.1847993338582,93.4984348842076
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,295.174987792969,5.21940990952402,88.4427158141786,93.6621257237026
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,295.575012207031,5.11871345222261,88.7006322944989,93.8193457467215
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,295.975006103516,5.01045517502723,88.9585487748193,93.9690039498465
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,296.375,4.89702089859915,89.2164652551397,94.1134861537388
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,296.774993896484,4.78086183840992,89.4743817354601,94.25524357387
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,297.174987792969,4.66259052584901,89.7322982157805,94.3948887416295
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,297.575012207031,4.54234320010454,89.9902146961008,94.5325578962054
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,297.975006103516,4.42243701728695,90.2481311764212,94.6705681937082
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,298.375,4.30430194391414,90.5060476567416,94.8103496006557
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,298.774993896484,4.18746168778461,90.7639641370619,94.9514258248465
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,299.174987792969,4.0702127140909,91.0218806173823,95.0920933314732
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,299.574981689453,3.95269126202111,91.2797970977027,95.2324883597238
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,299.975006103516,3.83639596264382,91.537713578023,95.3741095406668
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,300.375,3.72330173922914,91.7956300583434,95.5189317975726
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,300.774993896484,3.61538460496067,92.0535465386638,95.6689311436245
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,301.174987792969,3.51339442032946,92.3114630189842,95.8248574393136
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,301.574981689453,3.41535408223842,92.5693794993045,95.984733581543
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,301.975006103516,3.31765488707431,92.8272959796249,96.1449508666992
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,302.375,3.2157311871669,93.0852124599453,96.3009436471122
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,302.774993896484,3.10747290997151,93.3431289402657,96.4506018502372
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,303.174987792969,2.99281139093741,93.601045420586,96.5938568115234
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,303.574981689453,2.87358640406011,93.8589619009064,96.7325483049665
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,303.974975585938,2.75436141718281,94.1168783812268,96.8712397984096
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,304.375,2.63799745325473,94.3747948615472,97.0127923148019
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,304.774993896484,2.5278994020638,94.6327113418676,97.1606107439314
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,305.174987792969,2.42584055288182,94.8906278221879,97.3164683750698
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,305.574981689453,2.33243343709827,95.1485443025083,97.4809777396066
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,305.974975585938,2.2436584537087,95.4064607828287,97.6501192365374
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,306.375,2.15181754363107,95.6643772631491,97.8161948067801
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,306.774993896484,2.05125623560423,95.9222937434694,97.9735499790737
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,307.174987792969,1.94218052328051,96.1802102237898,98.1223907470703
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,307.574981689453,1.82500021413759,96.4381267041102,98.2631269182478
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,307.974975585938,1.6980106834545,96.6960431844306,98.3940538678851
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,308.375,1.55807733999238,96.9539596647509,98.5120370047433
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,308.774993896484,1.40588246960502,97.2118761450713,98.6177586146763
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,309.174987792969,1.24599063004918,97.4697926253917,98.7157832554409
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,309.575012207031,1.0822165185904,97.7277091057121,98.8099256243025
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,309.975006103516,0.916807536874956,97.9856255860324,98.9024331229074
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,310.375,0.754393637469775,98.2435420663528,98.9979357038226
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,310.775024414063,0.60213010253166,98.5014585466731,99.1035886492048
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,311.175018310547,0.488746540074402,98.7352775513737,99.2240240914481
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,311.575012207031,0.410055973214597,98.9495261103513,99.3595820835659
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,311.975006103516,0.357730342549345,99.1473551938625,99.5050855364118
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,312.375,0.324014994855204,99.3308649838697,99.6548799787249
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,312.775024414063,0.301832037324857,99.5014113272817,99.8032433646066
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,313.175018310547,0.274133027548416,99.6719576706938,99.9460906982422
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,313.575012207031,0.239553393818298,99.8425040141058,100.082057407924
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,313.975006103516,0.198638092886725,100.013050357518,100.211688450405
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,314.375,0.153431802488058,100.18359670093,100.337028503418
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,314.775024414063,0.114841032333288,100.3480038163,100.462844848633
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,315.175018310547,0.0855481119829591,100.507813878809,100.593361990792
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,315.575012207031,0.0676511228959669,100.664198547514,100.73184967041
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,315.975006103516,0.0590024087898513,100.817874422265,100.876876831055
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,316.375,0.0561205794290061,100.969188302058,101.025308881487
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,316.774993896484,0.0571195502065365,101.11825625197,101.175375802176
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,317.175018310547,0.0603360433795359,101.265039104849,101.325375148228
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,317.575012207031,0.0607601781540978,101.411821957728,101.472582135882
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,317.975006103516,0.0560072237824727,101.558604810607,101.614612034389
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,318.375,0.046553472466087,101.705387663485,101.751941135951
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,318.774993896484,0.0334888377094131,101.852170516364,101.885659354074
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,319.175018310547,0.0179729874811869,101.998953369243,102.016926356724
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,319.575012207031,0.00222261509148325,102.145017069967,102.147239685059
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,319.975006103516,-0.0118725801293778,102.290991799228,102.279119219099
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,320.375,-0.0221522351626362,102.437441977769,102.415289742606
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,320.774993896484,-0.0284146333320763,102.584779510215,102.556364876883
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,321.174987792969,-0.0304334092359682,102.733255413282,102.702822004046
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,321.575012207031,-0.0280856236567359,102.882950561575,102.854864937919
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,321.975006103516,-0.0227756725044657,103.033770719938,103.010995047433
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,322.375,-0.0165391132347992,103.185502954264,103.16896384103
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,322.774993896484,-0.0118497016827206,103.337897326543,103.32604762486
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,323.174987792969,-0.00892940408398601,103.490765995532,103.481836591448
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,323.575012207031,-0.00759152828399579,103.643992023541,103.636400495257
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,323.975006103516,-0.00826098228361616,103.797521846541,103.789260864258
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,324.375,-0.0115770916275011,103.951382258689,103.939805167062
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,324.774993896484,-0.0178775205220774,104.105706020452,104.08782849993
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,325.174987792969,-0.0276859921924029,104.260745466593,104.2330594744
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,325.575012207031,-0.0407143938925003,104.416893680304,104.376179286412
