analysis,replicate,index,id,polarity,pre_mz,pre_ce,pro_mz,rt,intensity
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,13.1750001907349,42.8380966186523
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,13.5749998092651,42.963981628418
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,13.9750003814697,43.0893898010254
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,14.375,43.2071685791016
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,14.7750005722046,43.3249473571777
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,15.1750001907349,43.4341430664063
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,15.5749998092651,43.5376167297363
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,15.9750003814697,43.6282157897949
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,16.375,43.7145233154297
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,16.7749996185303,43.8022613525391
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,17.1749992370605,43.8885688781738
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,17.5749988555908,43.9724922180176
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,17.9750003814697,44.044017791748
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,18.375,44.1060066223145
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,18.7749996185303,44.1684722900391
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,19.1749992370605,44.2290306091309
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,19.5749988555908,44.2771911621094
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,19.9750003814697,44.3153381347656
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,20.375,44.3572998046875
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,20.7749996185303,44.4164276123047
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,21.1749992370605,44.4722175598145
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,21.5750007629395,44.5156097412109
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,21.9750003814697,44.5647239685059
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,22.375,44.6324348449707
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,22.7749996185303,44.713020324707
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,23.1749992370606,44.7850227355957
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,23.5750007629395,44.8455810546875
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,23.9750003814697,44.9032783508301
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,24.375,44.9461936950684
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,24.7749996185303,44.9733734130859
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,25.1749992370605,44.9905395507813
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,25.5750007629395,45.0210571289063
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,25.9750003814697,45.0677871704102
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,26.375,45.1250076293945
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,26.7749996185303,45.1836585998535
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,27.1749992370606,45.2466011047363
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,27.5750007629395,45.3100204467773
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,27.9750003814697,45.3648567199707
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,28.375,45.4134941101074
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,28.7749996185303,45.4635620117188
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,29.1750011444092,45.5288887023926
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,29.5750007629395,45.5918312072754
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,29.9750003814697,45.651912689209
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,30.3750019073486,45.717716217041
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,30.7750015258789,45.8002090454102
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,31.1750011444092,45.8917617797852
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,31.5750007629395,45.9647178649902
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,31.9750003814697,46.0147857666016
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,32.375,46.0495948791504
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,32.7749977111816,46.0739135742188
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,33.1749992370606,46.0853576660156
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,33.5749969482422,46.086311340332
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,33.9750022888184,46.0996627807617
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,34.375,46.1368560791016
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,34.7750015258789,46.1835861206055
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,35.1749992370605,46.2236404418945
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,35.5750007629395,46.2512969970703
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,35.9749984741211,46.269416809082
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,36.375,46.2770462036133
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,36.7749977111816,46.2708473205566
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,37.1749992370606,46.2651252746582
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,37.5750007629395,46.2684631347656
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,37.9750022888184,46.2851524353027
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,38.375,46.3089942932129
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,38.7750015258789,46.3418960571289
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,39.1749992370606,46.3852882385254
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,39.5750007629395,46.4210510253906
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,39.9749984741211,46.4420318603516
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,40.375,46.4529991149902
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,40.7749977111816,46.4825630187988
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,41.1749992370606,46.5292930603027
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,41.5750007629395,46.5764999389648
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,41.9750022888184,46.6232299804688
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,42.375,46.6794967651367
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,42.7750015258789,46.7352867126465
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,43.1749992370605,46.7596054077148
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,43.5750007629395,46.7500686645508
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,43.9749984741211,46.7429161071777
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,44.375,46.7543601989746
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,44.7749977111816,46.7715263366699
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,45.1750030517578,46.7844009399414
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,45.5750007629395,46.809196472168
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,45.9750022888184,46.8506813049316
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,46.375,46.8826293945313
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,46.7750015258789,46.8964576721191
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,47.1749992370606,46.8978881835938
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,47.5750007629395,46.900749206543
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,47.9749984741211,46.9017028808594
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,48.375,46.9040870666504
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,48.7750015258789,46.9207763671875
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,49.1750030517578,46.9450950622559
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,49.5750007629395,46.9751358032227
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,49.9750022888184,47.0094680786133
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,50.375,47.0433235168457
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,50.7750015258789,47.0743179321289
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,51.1749992370606,47.0867156982422
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,51.5750007629395,47.0943450927734
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,51.9749984741211,47.1081733703613
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,52.375,47.1334457397461
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,52.7750015258789,47.1715927124023
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,53.1750030517578,47.2049713134766
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,53.5750007629395,47.2393035888672
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,53.9749984741211,47.266960144043
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,54.375,47.2993850708008
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,54.7750015258789,47.3346710205078
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,55.1749992370606,47.3675727844238
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,55.5749969482422,47.3947525024414
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,55.9749984741211,47.4123954772949
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,56.375,47.4386215209961
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,56.7750015258789,47.4643707275391
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,57.1749992370606,47.4786758422852
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,57.5750007629395,47.4729537963867
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,57.9749984741211,47.4700927734375
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,58.375,47.4839210510254
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,58.7749977111816,47.5082397460938
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,59.1749992370606,47.5273132324219
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,59.5749969482422,47.5397109985352
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,59.9749984741211,47.5554466247559
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,60.375,47.5668907165527
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,60.7750015258789,47.5692749023438
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,61.1749992370606,47.5554466247559
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,61.5750007629395,47.5287437438965
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,61.9749984741211,47.5049018859863
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,62.375,47.4934577941895
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,62.7749977111817,47.5020408630371
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,63.1749992370606,47.5263595581055
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,63.5749969482422,47.5568771362305
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,63.9749984741211,47.5931167602539
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,64.375,47.6274490356445
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,64.7749938964844,47.6555824279785
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,65.1749954223633,47.6646423339844
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,65.5749969482422,47.6527214050293
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,65.9750061035156,47.6326942443848
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,66.375,47.612190246582
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,66.7750015258789,47.6040840148926
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,67.1750030517578,47.6064682006836
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,67.5750045776367,47.6174354553223
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,67.9749984741211,47.6469993591309
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,68.375,47.6937294006348
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,68.7750015258789,47.7490425109863
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,69.1750030517578,47.7871894836426
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,69.5749969482422,47.7995872497559
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,69.9749984741211,47.7976799011231
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,70.375,47.7862358093262
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,70.7750015258789,47.7705001831055
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,71.1749954223633,47.7609634399414
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,71.5749969482422,47.7757453918457
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,71.9749984741211,47.8134155273438
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,72.375,47.8496551513672
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,72.7749938964844,47.8758811950684
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,73.1750030517578,47.8963851928711
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,73.5750045776367,47.9168891906738
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,73.9750061035156,47.917366027832
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,74.375,47.8997230529785
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,74.7750015258789,47.8863716125488
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,75.1750030517578,47.886848449707
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,75.5750045776367,47.8916168212891
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,75.9749984741211,47.884464263916
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,76.375,47.8768348693848
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,76.7750015258789,47.8758811950684
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,77.1750030517578,47.8787422180176
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,77.5749969482422,47.8758811950684
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,77.9749984741211,47.8558540344238
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,78.375,47.8377342224121
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,78.7750015258789,47.8334426879883
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,79.1749954223633,47.8405952453613
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,79.5749969482422,47.849178314209
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,79.9749984741211,47.849178314209
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,80.375,47.8506088256836
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,80.7750015258789,47.846794128418
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,81.1750030517578,47.8391647338867
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,81.5750045776367,47.8296279907227
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,81.9750061035156,47.8177070617676
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,82.375,47.8091239929199
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,82.7750015258789,47.8043556213379
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,83.1750030517578,47.8076934814453
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,83.5749969482422,47.8034019470215
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,83.9749984741211,47.7843284606934
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,84.375,47.7542877197266
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,84.7750015258789,47.7390289306641
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,85.1750030517578,47.7299690246582
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,85.5749969482422,47.7132797241211
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,85.9749984741211,47.696590423584
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,86.375,47.6937294006348
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,86.7749938964844,47.7094650268555
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,87.1749954223633,47.7175712585449
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,87.5749969482422,47.7228164672852
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,87.9749984741211,47.7309226989746
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,88.375,47.7313995361328
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,88.7750015258789,47.7218627929688
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,89.1750030517578,47.7142333984375
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,89.5750045776367,47.7213859558106
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,89.9749984741211,47.7280616760254
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,90.375,47.7151870727539
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,90.7750015258789,47.696590423584
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,91.1750030517578,47.6884841918945
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,91.5749969482422,47.698974609375
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,91.9749984741211,47.7094650268555
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,92.375,47.7199554443359
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,92.7750015258789,47.7356910705566
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,93.1749954223633,47.7514266967773
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,93.5749969482422,47.7557182312012
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,93.9749984741211,47.7352142333984
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,94.375,47.7080345153809
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,94.7749938964844,47.6880073547363
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,95.1749954223633,47.6856231689453
0.5,cal_0.5,1,"DAD1 A: Sig=214,4  Ref=off",0,0,0,0,95.5749969482422,47.6970672607422
